EmployeeID,FirstName,LastName,FullName,Gender,Email,Phone,StoreID,Department,JobTitle,HireDate,Salary,EmploymentType,IsActive
EMP-01313,Waleed,Al-Malki,Waleed Al-Malki,M,waleed.almalki276@srg.com.sa,+966503296660,SRG-048,Sales Floor,Department Supervisor,2022-02-22,18920,Full-Time,1
EMP-01314,Fahad,Al-Habib,Fahad Al-Habib,M,fahad.alhabib110@srg.com.sa,+966543664338,SRG-048,HR,HR Coordinator,2023-06-13,5219,Contract,1
EMP-01315,Khalid,Al-Zahrani,Khalid Al-Zahrani,M,khalid.alzahrani646@srg.com.sa,+966508890587,SRG-048,Inventory,Inventory Controller,2025-12-28,3425,Full-Time,0
EMP-01316,Abdullah,Al-Bassam,Abdullah Al-Bassam,M,abdullah.albassam897@srg.com.sa,+966544146566,SRG-048,IT Support,IT Technician,2022-01-22,5142,Part-Time,1
EMP-01317,Mohammed,Al-Suwailem,Mohammed Al-Suwailem,M,mohammed.alsuwailem353@srg.com.sa,+966527786729,SRG-048,Customer Service,Service Manager,2022-04-27,17591,Contract,1
EMP-01318,Maha,Al-Shehri,Maha Al-Shehri,F,maha.alshehri510@srg.com.sa,+966502922848,SRG-048,Marketing,Marketing Coordinator,2022-05-21,5479,Part-Time,1
EMP-01319,Abdulaziz,Al-Ghamdi,Abdulaziz Al-Ghamdi,M,abdulaziz.alghamdi136@srg.com.sa,+966504873115,SRG-048,Inventory,Inventory Controller,2025-02-22,4019,Full-Time,0
EMP-01320,Abdulaziz,Al-Qahtani,Abdulaziz Al-Qahtani,M,abdulaziz.alqahtani3@srg.com.sa,+966532858484,SRG-048,Maintenance,Maintenance Technician,2019-05-04,5353,Full-Time,1
EMP-01321,Omar,Al-Mutairi,Omar Al-Mutairi,M,omar.almutairi890@srg.com.sa,+966556454467,SRG-048,HR,HR Manager,2018-12-21,12038,Part-Time,1
EMP-01322,Khadija,Al-Saleh,Khadija Al-Saleh,F,khadija.alsaleh193@srg.com.sa,+966539219381,SRG-048,Customer Service,Service Manager,2018-04-13,19572,Part-Time,1
EMP-01323,Aisha,Al-Ghamdi,Aisha Al-Ghamdi,F,aisha.alghamdi767@srg.com.sa,+966579795992,SRG-048,Sales Floor,Floor Manager,2023-03-02,9952,Full-Time,1
EMP-01324,Noura,Al-Habib,Noura Al-Habib,F,noura.alhabib788@srg.com.sa,+966508939548,SRG-048,Management,Assistant Manager,2020-05-06,21964,Contract,1
EMP-01325,Hana,Al-Anazi,Hana Al-Anazi,F,hana.alanazi860@srg.com.sa,+966577553095,SRG-048,Customer Service,Customer Service Lead,2019-12-28,7257,Full-Time,1
EMP-01326,Rana,Al-Khalifa,Rana Al-Khalifa,F,rana.alkhalifa225@srg.com.sa,+966589551308,SRG-048,Inventory,Stock Clerk,2019-11-16,4575,Full-Time,1
EMP-01327,Nada,Al-Bishi,Nada Al-Bishi,F,nada.albishi819@srg.com.sa,+966547773209,SRG-048,IT Support,IT Manager,2017-05-28,24924,Full-Time,1
EMP-01328,Faisal,Al-Habib,Faisal Al-Habib,M,faisal.alhabib643@srg.com.sa,+966579863869,SRG-048,Management,Regional Manager,2019-11-18,13994,Full-Time,1
EMP-01329,Omar,Al-Juhani,Omar Al-Juhani,M,omar.aljuhani199@srg.com.sa,+966522819761,SRG-048,IT Support,IT Manager,2025-06-01,23762,Full-Time,0
EMP-01330,Maha,Al-Tamimi,Maha Al-Tamimi,F,maha.altamimi99@srg.com.sa,+966568916404,SRG-048,Management,Assistant Manager,2022-11-27,19694,Contract,1
EMP-01331,Omar,Al-Otaibi,Omar Al-Otaibi,M,omar.alotaibi505@srg.com.sa,+966538228013,SRG-048,Security,Security Supervisor,2023-04-18,18925,Contract,1
EMP-01332,Fahad,Al-Hussein,Fahad Al-Hussein,M,fahad.alhussein423@srg.com.sa,+966582218092,SRG-048,Inventory,Inventory Controller,2022-01-07,4913,Full-Time,0
EMP-01333,Heba,Al-Dosari,Heba Al-Dosari,F,heba.aldosari38@srg.com.sa,+966541196256,SRG-048,Customer Service,Service Manager,2019-04-12,11173,Contract,1
EMP-01334,Sultan,Al-Khaldi,Sultan Al-Khaldi,M,sultan.alkhaldi243@srg.com.sa,+966592992782,SRG-048,Marketing,Social Media Specialist,2019-02-11,6782,Full-Time,1
EMP-01335,Mohammed,Al-Mansour,Mohammed Al-Mansour,M,mohammed.almansour815@srg.com.sa,+966566548965,SRG-048,Management,Assistant Manager,2016-08-27,15089,Full-Time,1
EMP-01336,Hatem,Al-Hussein,Hatem Al-Hussein,M,hatem.alhussein772@srg.com.sa,+966573756401,SRG-048,Management,Store Manager,2022-12-12,19694,Full-Time,0
EMP-01337,Saud,Al-Hussein,Saud Al-Hussein,M,saud.alhussein240@srg.com.sa,+966504009691,SRG-048,Sales Floor,Department Supervisor,2019-03-27,13143,Full-Time,1
EMP-01338,Saad,Al-Anazi,Saad Al-Anazi,M,saad.alanazi33@srg.com.sa,+966514425296,SRG-048,HR,HR Coordinator,2023-04-20,3550,Full-Time,0
EMP-01339,Manal,Al-Saleh,Manal Al-Saleh,F,manal.alsaleh8@srg.com.sa,+966527283665,SRG-048,Maintenance,Maintenance Technician,2017-03-16,4548,Full-Time,1
EMP-01340,Mishari,Al-Saadi,Mishari Al-Saadi,M,mishari.alsaadi158@srg.com.sa,+966562819316,SRG-048,Maintenance,Maintenance Technician,2017-03-07,3299,Part-Time,1
EMP-01341,Sultan,Al-Tamimi,Sultan Al-Tamimi,M,sultan.altamimi923@srg.com.sa,+966596537308,SRG-048,IT Support,Systems Administrator,2024-11-17,6891,Part-Time,1
EMP-01342,Yousef,Al-Suwailem,Yousef Al-Suwailem,M,yousef.alsuwailem220@srg.com.sa,+966504292858,SRG-048,Inventory,Receiving Clerk,2020-06-09,5483,Part-Time,1
EMP-01343,Shaima,Al-Sabah,Shaima Al-Sabah,F,shaima.alsabah130@srg.com.sa,+966504854361,SRG-048,HR,HR Coordinator,2025-02-26,5844,Contract,1
EMP-01344,Bayan,Al-Khaldi,Bayan Al-Khaldi,F,bayan.alkhaldi897@srg.com.sa,+966533121094,SRG-049,Marketing,Visual Merchandiser,2016-09-06,5207,Full-Time,1
EMP-01345,Faisal,Al-Sabah,Faisal Al-Sabah,M,faisal.alsabah266@srg.com.sa,+966546571308,SRG-049,IT Support,IT Technician,2021-09-18,3383,Contract,1
EMP-01346,Mohammed,Al-Suwailem,Mohammed Al-Suwailem,M,mohammed.alsuwailem531@srg.com.sa,+966528421362,SRG-049,HR,HR Manager,2018-04-23,10928,Full-Time,1
EMP-01347,Abdulaziz,Al-Juhani,Abdulaziz Al-Juhani,M,abdulaziz.aljuhani31@srg.com.sa,+966501193434,SRG-049,Security,Security Supervisor,2018-11-09,19065,Full-Time,0
EMP-01348,Jasser,Al-Mutawa,Jasser Al-Mutawa,M,jasser.almutawa828@srg.com.sa,+966592360014,SRG-049,Sales Floor,Sales Associate,2021-03-25,6040,Full-Time,0
EMP-01349,Majed,Al-Mutawa,Majed Al-Mutawa,M,majed.almutawa807@srg.com.sa,+966591433544,SRG-049,Cashier,Senior Cashier,2024-11-12,5468,Full-Time,1
EMP-01350,Noor,Al-Saleh,Noor Al-Saleh,F,noor.alsaleh88@srg.com.sa,+966583482081,SRG-049,Cashier,Head Cashier,2020-05-09,6304,Contract,0
EMP-01351,Dana,Al-Mansour,Dana Al-Mansour,F,dana.almansour296@srg.com.sa,+966581712357,SRG-049,IT Support,IT Technician,2018-03-27,6126,Full-Time,1
EMP-01352,Aisha,Al-Fahad,Aisha Al-Fahad,F,aisha.alfahad3@srg.com.sa,+966545120699,SRG-049,Maintenance,Maintenance Supervisor,2016-01-20,9600,Part-Time,1
EMP-01353,Sarah,Al-Bishi,Sarah Al-Bishi,F,sarah.albishi577@srg.com.sa,+966514956097,SRG-049,IT Support,IT Manager,2024-03-13,20377,Part-Time,1
EMP-01354,Mona,Al-Shehri,Mona Al-Shehri,F,mona.alshehri804@srg.com.sa,+966597296917,SRG-049,Security,Security Supervisor,2016-06-10,13578,Full-Time,1
EMP-01355,Saud,Al-Mansour,Saud Al-Mansour,M,saud.almansour633@srg.com.sa,+966551285118,SRG-049,Sales Floor,Floor Manager,2019-04-14,23074,Contract,0
EMP-01356,Saad,Al-Qahtani,Saad Al-Qahtani,M,saad.alqahtani259@srg.com.sa,+966583084811,SRG-049,Sales Floor,Department Supervisor,2016-02-28,20834,Contract,1
EMP-01357,Sultan,Al-Khaldi,Sultan Al-Khaldi,M,sultan.alkhaldi529@srg.com.sa,+966537343262,SRG-049,Management,Assistant Manager,2024-08-16,16159,Full-Time,1
EMP-01358,Hassan,Al-Ghamdi,Hassan Al-Ghamdi,M,hassan.alghamdi634@srg.com.sa,+966543866741,SRG-049,Customer Service,Service Representative,2017-03-23,4638,Contract,1
EMP-01359,Amal,Al-Anazi,Amal Al-Anazi,F,amal.alanazi134@srg.com.sa,+966559863756,SRG-049,Inventory,Stock Clerk,2019-07-25,5936,Part-Time,1
EMP-01360,Yasser,Al-Juhani,Yasser Al-Juhani,M,yasser.aljuhani299@srg.com.sa,+966563628520,SRG-049,Management,Store Manager,2023-01-27,20785,Full-Time,1
EMP-01361,Faten,Al-Baqmi,Faten Al-Baqmi,F,faten.albaqmi378@srg.com.sa,+966554136589,SRG-049,Sales Floor,Senior Sales Associate,2022-04-24,10535,Full-Time,1
EMP-01362,Mishari,Al-Qahtani,Mishari Al-Qahtani,M,mishari.alqahtani884@srg.com.sa,+966549606378,SRG-049,HR,Training Officer,2020-07-26,4146,Contract,1
EMP-01363,Salman,Al-Shehri,Salman Al-Shehri,M,salman.alshehri532@srg.com.sa,+966525621002,SRG-049,Cashier,Senior Cashier,2019-09-23,9103,Full-Time,0
EMP-01364,Yousef,Al-Mahmoud,Yousef Al-Mahmoud,M,yousef.almahmoud874@srg.com.sa,+966545006686,SRG-049,Sales Floor,Department Supervisor,2016-05-22,9884,Full-Time,1
EMP-01365,Salman,Al-Saadi,Salman Al-Saadi,M,salman.alsaadi905@srg.com.sa,+966517622302,SRG-049,Security,Security Guard,2024-05-19,4290,Full-Time,1
EMP-01366,Khalid,Al-Harbi,Khalid Al-Harbi,M,khalid.alharbi807@srg.com.sa,+966511810848,SRG-049,Marketing,Social Media Specialist,2024-08-24,6598,Contract,1
EMP-01367,Talal,Al-Qahtani,Talal Al-Qahtani,M,talal.alqahtani331@srg.com.sa,+966531657853,SRG-049,Customer Service,Customer Service Lead,2019-03-13,10275,Part-Time,1
EMP-01368,Khalid,Al-Sheikh,Khalid Al-Sheikh,M,khalid.alsheikh984@srg.com.sa,+966587831640,SRG-049,Marketing,Social Media Specialist,2021-07-04,4891,Contract,0
EMP-01369,Ahmed,Al-Sheikh,Ahmed Al-Sheikh,M,ahmed.alsheikh343@srg.com.sa,+966562879293,SRG-049,Inventory,Inventory Controller,2016-01-19,3437,Contract,1
EMP-01370,Faisal,Al-Tamimi,Faisal Al-Tamimi,M,faisal.altamimi271@srg.com.sa,+966543008248,SRG-049,Maintenance,Maintenance Supervisor,2023-11-23,24297,Part-Time,1
EMP-01371,Hassan,Al-Bishi,Hassan Al-Bishi,M,hassan.albishi619@srg.com.sa,+966513066510,SRG-049,Marketing,Marketing Manager,2018-01-03,18198,Contract,0
EMP-01372,Noura,Al-Sabah,Noura Al-Sabah,F,noura.alsabah352@srg.com.sa,+966503336959,SRG-049,Management,Assistant Manager,2019-07-17,23641,Part-Time,1
EMP-01373,Meshal,Al-Bassam,Meshal Al-Bassam,M,meshal.albassam76@srg.com.sa,+966538571422,SRG-049,Inventory,Inventory Controller,2025-10-17,3605,Full-Time,1
EMP-01374,Amal,Al-Qahtani,Amal Al-Qahtani,F,amal.alqahtani302@srg.com.sa,+966529718787,SRG-049,Cashier,Senior Cashier,2016-12-24,10986,Contract,1
EMP-01375,Meshal,Al-Bishi,Meshal Al-Bishi,M,meshal.albishi446@srg.com.sa,+966509713066,SRG-049,Sales Floor,Department Supervisor,2019-08-13,22046,Full-Time,1
EMP-01376,Ibrahim,Al-Juhani,Ibrahim Al-Juhani,M,ibrahim.aljuhani209@srg.com.sa,+966557553008,SRG-049,Sales Floor,Sales Associate,2019-01-17,6624,Part-Time,1
EMP-01377,Meshal,Al-Baqmi,Meshal Al-Baqmi,M,meshal.albaqmi329@srg.com.sa,+966532676811,SRG-049,Sales Floor,Floor Manager,2018-11-15,10381,Full-Time,1
EMP-01378,Sana,Al-Zahrani,Sana Al-Zahrani,F,sana.alzahrani447@srg.com.sa,+966592824919,SRG-049,Security,Security Guard,2022-09-18,3751,Part-Time,0
EMP-01379,Amal,Al-Juhani,Amal Al-Juhani,F,amal.aljuhani852@srg.com.sa,+966545872117,SRG-049,IT Support,Systems Administrator,2018-10-07,5148,Full-Time,1
EMP-01380,Yasser,Al-Habib,Yasser Al-Habib,M,yasser.alhabib351@srg.com.sa,+966544983341,SRG-049,IT Support,IT Technician,2024-08-25,3794,Part-Time,0
EMP-01381,Ibrahim,Al-Otaibi,Ibrahim Al-Otaibi,M,ibrahim.alotaibi55@srg.com.sa,+966517217012,SRG-049,Customer Service,Service Representative,2021-10-24,3508,Part-Time,0
EMP-01382,Nawaf,Al-Saadi,Nawaf Al-Saadi,M,nawaf.alsaadi823@srg.com.sa,+966545794331,SRG-049,Sales Floor,Department Supervisor,2025-10-23,10124,Contract,1
EMP-01383,Bander,Al-Khalifa,Bander Al-Khalifa,M,bander.alkhalifa786@srg.com.sa,+966597306018,SRG-049,Management,Assistant Manager,2022-10-23,21786,Full-Time,1
EMP-01384,Sarah,Al-Habib,Sarah Al-Habib,F,sarah.alhabib594@srg.com.sa,+966565164118,SRG-049,IT Support,IT Manager,2018-09-26,19999,Full-Time,1
EMP-01385,Yasser,Al-Rashid,Yasser Al-Rashid,M,yasser.alrashid977@srg.com.sa,+966524193974,SRG-049,IT Support,IT Manager,2025-10-26,14371,Full-Time,1
EMP-01386,Shaima,Al-Dosari,Shaima Al-Dosari,F,shaima.aldosari638@srg.com.sa,+966508935246,SRG-050,Maintenance,Maintenance Supervisor,2025-09-02,21363,Full-Time,1
EMP-01387,Yousef,Al-Juhani,Yousef Al-Juhani,M,yousef.aljuhani317@srg.com.sa,+966584827056,SRG-050,Maintenance,Maintenance Technician,2023-03-24,3884,Contract,1
EMP-01388,Omar,Al-Saleh,Omar Al-Saleh,M,omar.alsaleh857@srg.com.sa,+966541051543,SRG-050,Marketing,Marketing Manager,2019-09-05,8573,Full-Time,1
EMP-01389,Saad,Al-Habib,Saad Al-Habib,M,saad.alhabib870@srg.com.sa,+966527815424,SRG-050,Marketing,Social Media Specialist,2021-01-18,6295,Contract,1
EMP-01390,Ibrahim,Al-Saleh,Ibrahim Al-Saleh,M,ibrahim.alsaleh353@srg.com.sa,+966562221451,SRG-050,Management,Store Manager,2024-07-19,20396,Full-Time,1
EMP-01391,Abeer,Al-Suwailem,Abeer Al-Suwailem,F,abeer.alsuwailem322@srg.com.sa,+966596651446,SRG-050,Cashier,Head Cashier,2018-04-26,9329,Full-Time,1
EMP-01392,Salman,Al-Ghamdi,Salman Al-Ghamdi,M,salman.alghamdi792@srg.com.sa,+966549540127,SRG-050,Maintenance,Cleaner,2018-04-19,6261,Full-Time,0
EMP-01393,Jasser,Al-Rashid,Jasser Al-Rashid,M,jasser.alrashid873@srg.com.sa,+966588285474,SRG-050,Inventory,Receiving Clerk,2019-01-01,5734,Contract,1
EMP-01394,Sarah,Al-Otaibi,Sarah Al-Otaibi,F,sarah.alotaibi685@srg.com.sa,+966536617699,SRG-050,Cashier,Senior Cashier,2024-04-03,5665,Full-Time,1
EMP-01395,Hassan,Al-Fahad,Hassan Al-Fahad,M,hassan.alfahad879@srg.com.sa,+966551911397,SRG-050,Sales Floor,Department Supervisor,2017-05-21,10397,Part-Time,1
EMP-01396,Jasser,Al-Khaldi,Jasser Al-Khaldi,M,jasser.alkhaldi643@srg.com.sa,+966521843880,SRG-050,IT Support,IT Technician,2025-08-21,4684,Full-Time,1
EMP-01397,Maha,Al-Rashid,Maha Al-Rashid,F,maha.alrashid167@srg.com.sa,+966508533390,SRG-050,HR,Training Officer,2023-10-10,4600,Full-Time,0
EMP-01398,Shaima,Al-Baqmi,Shaima Al-Baqmi,F,shaima.albaqmi20@srg.com.sa,+966582544670,SRG-050,Maintenance,Cleaner,2018-10-05,4411,Part-Time,0
EMP-01399,Bayan,Al-Malki,Bayan Al-Malki,F,bayan.almalki788@srg.com.sa,+966541381431,SRG-050,Sales Floor,Senior Sales Associate,2025-12-20,5547,Part-Time,1
EMP-01400,Sarah,Al-Mutairi,Sarah Al-Mutairi,F,sarah.almutairi136@srg.com.sa,+966557004212,SRG-050,Customer Service,Service Representative,2023-04-03,6838,Full-Time,1
EMP-01401,Bayan,Al-Malki,Bayan Al-Malki,F,bayan.almalki210@srg.com.sa,+966522705514,SRG-050,Cashier,Senior Cashier,2024-02-15,5087,Full-Time,1
EMP-01402,Ahmed,Al-Malki,Ahmed Al-Malki,M,ahmed.almalki686@srg.com.sa,+966553220569,SRG-050,Cashier,Cashier,2022-04-27,5102,Part-Time,1
EMP-01403,Noor,Al-Harbi,Noor Al-Harbi,F,noor.alharbi304@srg.com.sa,+966545439229,SRG-050,Customer Service,Service Representative,2023-02-22,5233,Contract,1
EMP-01404,Jasser,Al-Hussein,Jasser Al-Hussein,M,jasser.alhussein45@srg.com.sa,+966518233660,SRG-050,Security,Security Guard,2018-07-10,5090,Full-Time,1
EMP-01405,Faisal,Al-Khalifa,Faisal Al-Khalifa,M,faisal.alkhalifa548@srg.com.sa,+966513378560,SRG-050,Customer Service,Service Manager,2020-02-13,23414,Part-Time,0
EMP-01406,Rasha,Al-Fahad,Rasha Al-Fahad,F,rasha.alfahad655@srg.com.sa,+966519247265,SRG-050,Inventory,Inventory Controller,2017-01-27,3661,Contract,1
EMP-01407,Fahad,Al-Khaldi,Fahad Al-Khaldi,M,fahad.alkhaldi560@srg.com.sa,+966559242744,SRG-050,Customer Service,Customer Service Lead,2024-07-06,9690,Contract,1
EMP-01408,Salman,Al-Suwailem,Salman Al-Suwailem,M,salman.alsuwailem182@srg.com.sa,+966586342564,SRG-050,Customer Service,Service Manager,2019-02-28,24885,Part-Time,1
EMP-01409,Rana,Al-Hussein,Rana Al-Hussein,F,rana.alhussein737@srg.com.sa,+966567757550,SRG-050,HR,HR Coordinator,2023-12-19,5230,Full-Time,1
EMP-01410,Heba,Al-Otaibi,Heba Al-Otaibi,F,heba.alotaibi881@srg.com.sa,+966507125131,SRG-050,Maintenance,Maintenance Supervisor,2019-07-17,12801,Full-Time,1
EMP-01411,Khalid,Al-Saleh,Khalid Al-Saleh,M,khalid.alsaleh691@srg.com.sa,+966522446013,SRG-050,Inventory,Inventory Controller,2019-11-12,4343,Part-Time,0
EMP-01412,Salman,Al-Zahrani,Salman Al-Zahrani,M,salman.alzahrani584@srg.com.sa,+966522222424,SRG-051,IT Support,IT Manager,2017-11-09,21268,Contract,0
EMP-01413,Khalid,Al-Hussein,Khalid Al-Hussein,M,khalid.alhussein571@srg.com.sa,+966599963387,SRG-051,Inventory,Warehouse Supervisor,2025-07-15,9292,Full-Time,1
EMP-01414,Eman,Al-Mahmoud,Eman Al-Mahmoud,F,eman.almahmoud914@srg.com.sa,+966506551272,SRG-051,IT Support,IT Manager,2024-01-06,12157,Full-Time,1
EMP-01415,Mishari,Al-Saadi,Mishari Al-Saadi,M,mishari.alsaadi520@srg.com.sa,+966543180839,SRG-051,IT Support,IT Manager,2025-12-23,16217,Full-Time,1
EMP-01416,Faten,Al-Bassam,Faten Al-Bassam,F,faten.albassam642@srg.com.sa,+966589515022,SRG-051,Marketing,Marketing Coordinator,2017-05-12,4850,Part-Time,1
EMP-01417,Sarah,Al-Bishi,Sarah Al-Bishi,F,sarah.albishi490@srg.com.sa,+966534133330,SRG-051,Inventory,Inventory Controller,2024-07-15,4599,Full-Time,1
EMP-01418,Maha,Al-Malki,Maha Al-Malki,F,maha.almalki997@srg.com.sa,+966579303014,SRG-051,Cashier,Head Cashier,2017-12-21,10436,Contract,1
EMP-01419,Noor,Al-Sabah,Noor Al-Sabah,F,noor.alsabah158@srg.com.sa,+966526370659,SRG-051,Inventory,Receiving Clerk,2024-08-23,6463,Contract,1
EMP-01420,Majed,Al-Bassam,Majed Al-Bassam,M,majed.albassam699@srg.com.sa,+966537185439,SRG-051,Sales Floor,Department Supervisor,2024-01-13,14102,Full-Time,0
EMP-01421,Sana,Al-Rashid,Sana Al-Rashid,F,sana.alrashid703@srg.com.sa,+966571642832,SRG-051,Security,Security Supervisor,2022-12-20,18874,Full-Time,0
EMP-01422,Abdullah,Al-Ghamdi,Abdullah Al-Ghamdi,M,abdullah.alghamdi187@srg.com.sa,+966587596354,SRG-051,IT Support,IT Technician,2021-06-09,4028,Part-Time,1
EMP-01423,Reem,Al-Dosari,Reem Al-Dosari,F,reem.aldosari650@srg.com.sa,+966529937275,SRG-051,Security,Loss Prevention Officer,2020-03-21,4010,Contract,1
EMP-01424,Manal,Al-Baqmi,Manal Al-Baqmi,F,manal.albaqmi415@srg.com.sa,+966525374296,SRG-051,Customer Service,Service Representative,2024-10-04,4393,Full-Time,0
EMP-01425,Lama,Al-Sabah,Lama Al-Sabah,F,lama.alsabah172@srg.com.sa,+966593883285,SRG-051,Security,Loss Prevention Officer,2023-03-11,4593,Part-Time,1
EMP-01426,Jasser,Al-Tamimi,Jasser Al-Tamimi,M,jasser.altamimi379@srg.com.sa,+966514750607,SRG-051,Customer Service,Customer Service Lead,2024-10-26,10623,Contract,1
EMP-01427,Hana,Al-Bishi,Hana Al-Bishi,F,hana.albishi17@srg.com.sa,+966596376114,SRG-051,Sales Floor,Floor Manager,2024-05-13,18629,Part-Time,0
EMP-01428,Manal,Al-Ghamdi,Manal Al-Ghamdi,F,manal.alghamdi123@srg.com.sa,+966582250064,SRG-051,Customer Service,Service Representative,2019-05-21,5552,Full-Time,1
EMP-01429,Lama,Al-Otaibi,Lama Al-Otaibi,F,lama.alotaibi813@srg.com.sa,+966502443011,SRG-051,Customer Service,Service Manager,2021-10-08,16818,Full-Time,1
EMP-01430,Dana,Al-Qahtani,Dana Al-Qahtani,F,dana.alqahtani208@srg.com.sa,+966514633875,SRG-051,Security,Security Supervisor,2023-02-11,18740,Full-Time,1
EMP-01431,Meshal,Al-Suwailem,Meshal Al-Suwailem,M,meshal.alsuwailem325@srg.com.sa,+966501269387,SRG-051,HR,HR Coordinator,2019-07-15,6487,Contract,1
EMP-01432,Bander,Al-Baqmi,Bander Al-Baqmi,M,bander.albaqmi182@srg.com.sa,+966577424539,SRG-051,Cashier,Senior Cashier,2017-01-25,7898,Contract,1
EMP-01433,Bander,Al-Hussein,Bander Al-Hussein,M,bander.alhussein776@srg.com.sa,+966571112852,SRG-051,IT Support,IT Manager,2024-01-20,12313,Full-Time,1
EMP-01434,Faisal,Al-Baqmi,Faisal Al-Baqmi,M,faisal.albaqmi912@srg.com.sa,+966526551467,SRG-051,IT Support,Systems Administrator,2024-06-13,3666,Contract,1
EMP-01435,Aisha,Al-Zahrani,Aisha Al-Zahrani,F,aisha.alzahrani306@srg.com.sa,+966523318931,SRG-051,Marketing,Social Media Specialist,2023-09-15,4144,Part-Time,0
EMP-01436,Mona,Al-Zahrani,Mona Al-Zahrani,F,mona.alzahrani807@srg.com.sa,+966595832385,SRG-051,Management,Regional Manager,2025-07-12,18398,Full-Time,1
EMP-01437,Yasser,Al-Mahmoud,Yasser Al-Mahmoud,M,yasser.almahmoud955@srg.com.sa,+966501661059,SRG-051,Cashier,Cashier,2022-06-01,3557,Full-Time,1
EMP-01438,Hana,Al-Khaldi,Hana Al-Khaldi,F,hana.alkhaldi659@srg.com.sa,+966516469014,SRG-051,Customer Service,Service Manager,2019-02-08,12296,Full-Time,1
EMP-01439,Ahmed,Al-Zahrani,Ahmed Al-Zahrani,M,ahmed.alzahrani569@srg.com.sa,+966522683918,SRG-051,Security,Security Supervisor,2016-09-07,21948,Full-Time,1
EMP-01440,Faten,Al-Fahad,Faten Al-Fahad,F,faten.alfahad734@srg.com.sa,+966573417133,SRG-051,IT Support,Systems Administrator,2022-07-19,5539,Part-Time,0
EMP-01441,Ibrahim,Al-Khalifa,Ibrahim Al-Khalifa,M,ibrahim.alkhalifa133@srg.com.sa,+966559645534,SRG-051,HR,Recruiter,2022-03-24,3026,Full-Time,1
EMP-01442,Reem,Al-Qahtani,Reem Al-Qahtani,F,reem.alqahtani836@srg.com.sa,+966513243546,SRG-051,IT Support,IT Technician,2018-12-18,6308,Full-Time,1
EMP-01443,Nasser,Al-Mahmoud,Nasser Al-Mahmoud,M,nasser.almahmoud387@srg.com.sa,+966502507449,SRG-051,Inventory,Stock Clerk,2020-10-03,3241,Contract,1
EMP-01444,Maha,Al-Mansour,Maha Al-Mansour,F,maha.almansour546@srg.com.sa,+966528913154,SRG-051,Inventory,Inventory Controller,2024-08-12,3099,Part-Time,1
EMP-01445,Mishari,Al-Khalifa,Mishari Al-Khalifa,M,mishari.alkhalifa267@srg.com.sa,+966555456537,SRG-051,Inventory,Inventory Controller,2021-08-15,4314,Part-Time,1
EMP-01446,Huda,Al-Baqmi,Huda Al-Baqmi,F,huda.albaqmi524@srg.com.sa,+966577415821,SRG-051,Marketing,Marketing Coordinator,2021-03-20,3369,Contract,1
EMP-01447,Aisha,Al-Sabah,Aisha Al-Sabah,F,aisha.alsabah65@srg.com.sa,+966574608251,SRG-052,Inventory,Receiving Clerk,2017-11-16,3719,Full-Time,1
EMP-01448,Hatem,Al-Hussein,Hatem Al-Hussein,M,hatem.alhussein159@srg.com.sa,+966594591976,SRG-052,Marketing,Visual Merchandiser,2016-06-06,3706,Part-Time,1
EMP-01449,Abdulaziz,Al-Suwailem,Abdulaziz Al-Suwailem,M,abdulaziz.alsuwailem242@srg.com.sa,+966583413787,SRG-052,Security,Loss Prevention Officer,2025-02-21,4241,Full-Time,1
EMP-01450,Ghada,Al-Bishi,Ghada Al-Bishi,F,ghada.albishi274@srg.com.sa,+966563049446,SRG-052,Customer Service,Service Manager,2024-04-11,18094,Part-Time,0
EMP-01451,Nada,Al-Bassam,Nada Al-Bassam,F,nada.albassam965@srg.com.sa,+966506580507,SRG-052,HR,HR Manager,2018-07-10,16098,Full-Time,1
EMP-01452,Eman,Al-Tamimi,Eman Al-Tamimi,F,eman.altamimi882@srg.com.sa,+966598361775,SRG-052,Cashier,Cashier,2023-10-27,6473,Full-Time,1
EMP-01453,Yousef,Al-Qahtani,Yousef Al-Qahtani,M,yousef.alqahtani611@srg.com.sa,+966579841593,SRG-052,Inventory,Stock Clerk,2021-04-22,6690,Part-Time,0
EMP-01454,Nasser,Al-Mansour,Nasser Al-Mansour,M,nasser.almansour134@srg.com.sa,+966521471076,SRG-052,Security,Security Guard,2025-09-17,3995,Full-Time,1
EMP-01455,Noor,Al-Bassam,Noor Al-Bassam,F,noor.albassam780@srg.com.sa,+966589203143,SRG-052,Sales Floor,Senior Sales Associate,2018-01-02,7173,Contract,0
EMP-01456,Mona,Al-Fahad,Mona Al-Fahad,F,mona.alfahad710@srg.com.sa,+966559629101,SRG-052,IT Support,Systems Administrator,2023-06-22,3862,Full-Time,1
EMP-01457,Saud,Al-Sabah,Saud Al-Sabah,M,saud.alsabah310@srg.com.sa,+966537507061,SRG-052,Maintenance,Maintenance Technician,2016-04-01,4139,Full-Time,1
EMP-01458,Noura,Al-Khalifa,Noura Al-Khalifa,F,noura.alkhalifa585@srg.com.sa,+966511383201,SRG-052,Cashier,Senior Cashier,2018-04-28,10963,Full-Time,0
EMP-01459,Salman,Al-Sheikh,Salman Al-Sheikh,M,salman.alsheikh490@srg.com.sa,+966549579549,SRG-052,Marketing,Marketing Manager,2016-02-10,14515,Full-Time,1
